"emp_no","last_name","first_name","sex","salary"
463881,"Welham","Billur","M",62581
91095,"Hockney","Ewing","M",75988
409411,"Azevdeo","Abdulla","M",40000
74575,"Piveteau","Shuzo","F",72469
24617,"Cullers","Ramachenga","M",40000
225708,"Beidas","Minghong","F",53159
414689,"Olivero","Karsten","M",68501
104683,"Brender","Heekeun","M",60756
211406,"Luit","Shahab","M",53645
55811,"Capobianchi","Shigeu","F",49958
38951,"Rijckaert","Terresa","M",71348
494336,"Siksek","Aksel","M",57426
263923,"Bratsberg","Hairong","F",53101
15900,"Spinelli","Kwee","M",56675
70300,"Katiyar","Odoardo","M",40046
285114,"Hiraishi","Phillip","F",45238
413358,"Escriba","Lena","F",79443
259881,"Pehl","Kerhong","M",49862
82984,"Bernatsky","Takanari","F",40000
96654,"Veldwijk","Lijie","F",40000
435597,"Jeansoulin","Khosrow","M",62729
261515,"Prenel","Gopalakrishnan","F",40000
208667,"Molenkamp","Tze","F",40000
72348,"Goodrum","Bluma","M",62983
47101,"Milicia","Mayuri","M",40000
249490,"Tokunaga","Oguz","F",40000
214727,"Koprowski","Berthier","F",40000
427165,"Radhakrishnan","Toong","M",59619
293545,"Akazan","Reinhold","F",62526
263808,"Petereit","Hisao","M",51905
422985,"Copas","Constantijn","M",60248
15405,"Munch","Richard","M",40000
42410,"Falster","Marjo","F",40000
472791,"Quittner","Qiwen","M",42661
469004,"Grabner","Baocai","F",40000
413909,"Shiratori","Zhonghui","M",49066
20970,"Schwartzbauer","Ramalingam","F",40000
293018,"Rosenbaum","Youssef","F",40000
413997,"Narahara","Houman","M",80684
286327,"Gelosh","Hinrich","M",40000
242916,"Brookner","Xinan","M",40000
82612,"Cooman","Sakthirel","F",48189
94781,"Schade","Tua","M",40000
24519,"Vasanthakumar","Berry","F",43513
443798,"Coors","Sashi","F",54863
429080,"Danley","Lunjin","F",52891
225046,"Engberts","Shaleah","M",40000
47121,"Hiyoshi","Mong","F",78812
414150,"Waeselynck","Dietrich","M",79546
455390,"Suwa","Karsten","M",83402
449056,"Farrow","Kazunori","M",53617
212971,"Pews","Junichi","M",52824
460112,"Luan","Leucio","F",41774
220400,"Panienski","Zhonghua","F",40000
261292,"Schmiedel","Pintsang","M",53802
454615,"Schapiro","Dhritiman","F",40000
408588,"Pelc","Danco","F",54289
497488,"Syang","Masako","F",45348
205772,"Ciolek","Tetsurou","F",40000
447204,"Lambe","Kiyotoshi","M",56457
241327,"Gist","Bogdan","F",55605
479464,"Dusink","Fusako","M",88628
244074,"Czap","Ingemar","M",50799
201003,"Gaughan","Gully","M",57072
446679,"Stasinski","Serif","M",40000
68575,"Portugali","Jacqueline","M",40000
424257,"Zedlitz","Shmuel","M",76387
43252,"Kowalchuk","Christ","M",40000
430393,"Trystram","Jiong","F",73370
51580,"Syang","Oscar","F",40000
25817,"Reeker","Feixiong","M",63925
253434,"Casley","Susumu","F",40000
231398,"Baba","Gritta","M",50870
55898,"Talmor","Heather","M",50734
60816,"VanScheik","Zdislav","M",40000
287028,"Heystek","LiMin","F",40000
43819,"Kirkerud","Insup","M",40000
480964,"Karnin","Khue","M",42204
440034,"Rosti","Mohd","M",44397
210238,"Chiola","Frederique","M",67082
489500,"Bridgland","Hideo","F",52460
18903,"Naumovich","Rafols","M",40000
233775,"Tsukune","Aral","F",54663
425161,"Isaak","Sariel","M",40000
64615,"Pepe","Thanasis","M",51624
31852,"Spieker","Byong","M",40000
247238,"Perri","Gad","M",57866
244472,"DiGiano","Lokesh","F",40000
433920,"Alvarado","Poorav","M",65892
228910,"Streit","Panayotis","F",58824
456943,"Peral","Miomir","M",40000
283123,"Highland","Youssef","M",43489
53366,"Ecklund","Irena","F",40000
483771,"Badr","Henk","F",77883
230039,"Vesel","Jeong","F",65551
470174,"Kaelbling","Caolyn","M",40000
17697,"Portugali","Toshimi","F",40000
106442,"Yeung","Mihalis","F",61615
291675,"Stenning","Dipayan","M",40000
456315,"Pehl","Jaana","M",40000
438339,"Katiyar","Susanta","M",55526
19745,"Nollmann","Toshiki","F",44891
428604,"Binding","Shigenori","M",51942
270516,"Lamparter","Kankanahalli","M",40000
484367,"Merli","Filipp","M",75422
60564,"Krohm","Dinkar","F",76545
245808,"Emmerich","Weiwu","M",47420
298624,"Alpay","Rafols","F",68719
107573,"Raney","Munehiko","F",45589
22669,"Lodder","Matk","F",40000
468913,"Munoz","Uno","F",41076
427210,"Rettelbach","Manton","M",40000
29394,"Kawashimo","Lihong","M",50569
70079,"Diderrich","Odinaldo","M",45035
433370,"Harbusch","LiMin","F",40000
486130,"Peha","Mantis","M",44824
455609,"Murtha","Jayesh","M",44867
259735,"Cheshire","Angus","F",66471
282812,"Demri","Eric","M",63798
488928,"Bazelow","Adel","M",58425
230015,"Hasenauer","Susanna","F",40000
216531,"Oppitz","Martine","M",66172
228180,"Castellani","Parto","M",66974
441347,"Yurov","Tremaine","F",70315
37574,"Falster","Dulce","F",51664
201562,"Borovoy","Aleksander","M",52737
19560,"Byoun","Premsyl","M",40000
428565,"Mondadori","Huican","F",52525
428197,"Billawala","Malu","M",61569
201058,"Verspoor","Yuriy","F",50191
451612,"Xiaoshan","Sailaja","M",40000
242638,"Simkin","Kolar","M",51120
41834,"Castellani","Emran","F",53376
474217,"Camurati","Alejandra","F",76783
298094,"Bahr","Shawna","M",40000
48116,"Suomi","Jianhao","M",40000
245824,"Sanella","Jaideep","F",41098
442991,"Armand","Pramod","F",40000
273864,"Perelgut","Isaac","M",46861
253493,"Zuberek","Premal","M",40000
479871,"Dayang","Radoslaw","F",60543
289871,"Ecklund","Perla","F",61765
437294,"Rosiles","Magy","M",46160
406688,"Debuse","Sachar","M",40000
12166,"Poupard","Xinan","M",40000
273793,"Sommen","Sven","M",40000
264565,"Willoner","Berthier","M",40000
67771,"Turnbull","Eben","M",40000
18314,"Erol","Arunas","M",47551
237044,"Schlumberger","Heejo","M",60825
96224,"Panienski","Manu","M",40000
486847,"Angel","Heejo","M",42387
450255,"Waymire","Udo","M",40000
82651,"Velardi","Mohit","M",65034
51529,"Kossowski","Alejandro","M",44583
439952,"Murillo","Heather","F",66062
252852,"Cyre","Mrinalini","M",40000
272205,"Matzat","Syozo","M",48741
253240,"DasSarma","Odysseas","M",56236
449085,"Kragelund","Sariel","M",40000
283056,"Pauthner","Junsik","M",40000
58623,"Terkki","Kazuhito","F",50574
219283,"Birjandi","Kazuyasu","F",54675
485508,"Vernadat","Moti","M",41824
427232,"Shumilov","Rutger","M",40000
87374,"Maraist","Sampalli","M",99927
453770,"Anandan","Chaitali","F",40000
43023,"Miara","Heon","M",58832
31043,"Vasanthakumar","Dines","F",40000
225167,"Parascandalo","Mohan","M",50738
246516,"Peck","Sanjiv","F",40000
421074,"Falster","Zhaofang","F",72554
450622,"Undy","Xuejun","F",73491
82681,"Matteis","Martijn","M",63398
477868,"Brandsma","Kristen","M",90202
71912,"Prampolini","Conrado","F",77986
238181,"Tibblin","Karlis","M",65981
437834,"Hennebert","Nevio","M",46731
475287,"Tagansky","Jacopo","F",58882
453046,"Jiang","Kersti","F",71743
497683,"Baak","Bernt","F",60158
106652,"Harllee","Willard","M",74217
246412,"Zwicker","Subhada","M",67569
26447,"Oskamp","Zhiguo","M",40000
495036,"Poupard","Marke","M",60982
417928,"Pettis","Jinya","F",61963
403503,"Rikino","Ulises","F",76597
439273,"Vandervoorde","Odoardo","M",40000
49350,"Schach","Marl","M",40000
11801,"Dayang","Tommaso","M",67265
214165,"Anily","Parke","F",48455
222075,"Feldhoffer","Bader","M",43085
410150,"Suomi","Shigenori","M",40324
248972,"Skogmar","Hisao","M",69133
425794,"Zucker","Chinhyun","M",40000
57900,"Murillo","Constantino","M",83880
278299,"Baak","Leon","M",58746
408812,"Kavraki","Ferdinand","M",58490
69845,"Tanemo","Kinh","M",40915
16033,"Spelt","Wayne","F",40000
489922,"Couchot","Shaibal","M",56072
19104,"Sudbeck","Tetsushi","M",49326
421695,"Merel","Theron","M",93912
418279,"Schreiter","Chenxi","F",63329
98507,"Nergos","Mark","M",40000
27563,"Ranon","Susuma","F",40000
106386,"Cyne","Gita","M",41732
95092,"Szemeredi","Ranan","M",65293
54817,"Luiz","Panayotis","F",40000
443691,"Morrow","Oscal","F",40000
492491,"Peron","Khosrow","F",40818
230633,"Hasham","Xinan","F",40000
225451,"Nergos","Parviz","F",54036
460758,"Dahlbom","Debatosh","M",79984
454374,"Takanami","Alenka","M",60162
469207,"Litzkow","Mang","M",48265
429628,"Perelgut","Arunachalam","F",40777
256630,"Rikino","Mikhail","F",40570
478944,"Smeets","Harjit","F",65875
43077,"Mikschl","Huican","M",40000
12759,"Kuszyk","LiMin","M",49963
414681,"Smailagic","IEEE","F",79100
89909,"Bonifati","Gao","F",70616
453289,"Schwartzbauer","Maia","M",40227
98259,"Escriba","Keung","M",40000
30684,"Liedekerke","Licheng","F",40000
217032,"Schaad","Radoslaw","F",40000
298254,"Paludetto","Sajjad","F",46017
26869,"Vecchio","Jasminko","F",64525
69553,"Luon","Bedir","F",41416
43944,"Dulli","Denis","M",73184
482186,"Fritzsche","Ult","M",81209
23599,"Biron","Rosli","F",61703
414352,"Stanger","Arco","F",57280
46571,"Guting","Mabo","M",50231
463154,"Ladret","Premal","F",40000
50204,"Beutelspacher","Mayuko","F",95855
76529,"Gargeya","Charmane","M",53798
284803,"Chinal","Suebskul","M",103145
442691,"Wroclawski","Fox","F",67148
248083,"Wielonsky","Zdislav","F",40043
259911,"Ghandeharizadeh","Tzvetan","F",53733
39477,"Zastre","Phuoc","M",51694
460672,"Molberg","Willard","M",69815
37281,"Fontan","Gita","F",69468
425076,"Piancastelli","Martien","M",62833
107165,"Cochrane","Shuji","M",49152
205984,"Cooke","Jingling","F",55700
482732,"Georg","Rildo","M",48951
48296,"Seghrouchni","Angus","M",40000
297150,"Puppe","Sreenivas","M",48625
23459,"Varker","Gretta","M",102854
441513,"Couchot","Nathan","M",53768
480394,"Chiola","Rimli","M",40000
297263,"Pelz","Lunjin","M",44337
247041,"Krzyzanowski","Atilio","F",40000
453374,"Iwayama","Mang","F",40000
77764,"McFarlin","Fumiya","M",40000
59750,"Bala","Mohd","F",45527
59961,"Poulakidas","Hausi","F",50256
213739,"Selvestrel","Vesna","F",82599
57609,"Casperson","Greger","M",40000
98280,"Zambonelli","Breannda","M",40000
482820,"Barriga","Weiye","M",60554
226561,"Demeyer","Claudi","M",40000
466022,"Standera","Eldridge","M",40000
243322,"Wissmann","Amabile","M",46465
98183,"Besselaar","Masami","M",54821
246507,"Rubsam","Yannis","M",76622
223805,"Michaels","Bader","F",44942
483388,"Takanami","Ziyad","F",40000
412294,"McFarlan","Rafail","M",54013
78980,"Spinelli","Arch","F",80335
219821,"Vakili","Mandell","F",40000
259000,"Azadmanesh","Subhrajyoti","F",57882
97025,"Peot","Xuejia","M",53635
57291,"Rosin","Richard","M",40000
88126,"Ozery","Filipp","M",68711
235404,"Stentiford","Chinho","F",68426
248068,"Karunanithi","Cristinel","M",52652
403856,"Maksimenko","Aloys","F",77290
50959,"Barriga","Hiroyasu","M",54630
78761,"Nations","Lucian","F",53927
85582,"Clemencon","Marsha","F",64923
21828,"Schonegge","Golgen","F",59996
443663,"Stasinski","Yonghong","F",40000
429962,"Baig","Nidapan","M",51095
65995,"Gerlach","Genevieve","M",55572
455526,"Nitto","Arif","F",40000
57816,"Tsukuda","Uri","F",40000
75857,"Wuwongse","Leszek","M",61955
19386,"Peltason","Leandro","F",71095
287788,"Cappelli","Dmitri","F",49890
50437,"Beilner","Maha","M",40000
445932,"Schrooten","Mariusz","M",43648
281893,"Zizka","Xiping","M",40000
421649,"Lorys","Fatemeh","M",53122
417522,"Gruenwald","Marsal","F",73481
485082,"Erde","Xiaoqiu","F",82757
475037,"Hasenauer","Shaowei","M",40000
61629,"Ratzlaff","Branimir","F",71673
496157,"Penz","Poorav","F",40000
411768,"Kranzdorf","Junichi","M",40000
458855,"Gaughan","Steen","M",45967
231397,"Zockler","Younwoo","M",55529
205075,"Piveteau","Yunming","F",46492
445937,"Peroz","Sumali","F",76194
463585,"Hegner","Vivian","M",47579
281301,"Beutelspacher","Alagu","M",40000
491752,"Chenoweth","Rafols","M",40000
91629,"Pelc","Steve","M",60845
425063,"Janetzko","Navid","M",40000
45834,"Gilg","Kayoko","M",40000
97212,"McConalogue","Demin","M",40000
248219,"Levasseur","Parviz","M",54045
498601,"Antonisse","Aran","M",55606
471786,"Ashish","Mark","M",59485
476266,"Segond","Gennady","M",40000
489196,"Sommen","Faiza","F",59055
207015,"Setiz","Alagu","M",78496
108280,"Thebaut","Elzbieta","M",40000
421170,"Orlowski","Lokesh","F",40000
227547,"Fraisse","Yakkov","M",56595
221413,"Kroft","Goo","F",61619
239602,"Waleschkowski","Toshimori","M",63686
208125,"Motley","Douadi","M",99552
409830,"Hopewell","Jiang","F",43615
490196,"Bellmore","Idoia","M",40000
31388,"Bale","Hein","F",86983
432376,"Senzako","Xiaoqiang","F",62713
473137,"Awdeh","Jiakeng","F",40000
94235,"Marakhovsky","Jiakeng","F",62342
56420,"Hiltgen","Limsoon","M",47479
216288,"Molberg","Guadalupe","F",62937
291946,"Henseler","Navin","F",40000
72896,"Munoz","Zine","M",99331
204868,"Plessier","Van","M",79620
471683,"Yetto","Christ","F",69403
100703,"Kavanagh","Anestis","M",40000
494839,"Zwicker","Mokhtar","M",48772
88597,"Narwekar","Zita","M",40000
212975,"Lamma","King","F",55849
210415,"Luit","Deniz","F",57634
212439,"Mandell","Deborah","M",40000
47236,"Polupanov","Masako","M",50691
73054,"Menhardt","Ziyad","F",40000
11603,"Swen","Herb","F",69180
472451,"Rosca","Masaru","F",49484
79265,"Kenevan","Lokesh","M",40000
491192,"Gide","Djelloul","M",52268
58282,"Gurbaxani","Danae","M",67187
86045,"Kavanagh","Leah","M",46795
272280,"Rodiger","Pranjal","M",40000
488006,"Tetzlaff","Feipei","F",50398
40912,"Munro","Hyuncheol","F",87972
441636,"Gecsel","Volkmar","M",40000
65093,"Kabayashi","Ulises","M",40000
27846,"Makinen","Fumiyo","F",56465
74398,"Michaeli","Pranjal","F",44245
240297,"Luft","Danel","M",68290
208690,"Feldmann","Tsuneo","M",68501
240464,"Tiemann","Dhritiman","F",60833
248221,"Baek","Surveyors","F",40000
240281,"Perri","Neelam","F",40000
12316,"Duclos","Hyuncheol","F",46261
11528,"Dolinsky","Zito","M",44026
235707,"Chimia","Eldridge","M",61544
95537,"Schaap","Nahla","F",40000
41536,"Kamble","Krister","F",64095
222833,"Mapelli","Duke","F",63743
250044,"Colorni","Xiaoshan","M",68253
29183,"Fadgyas","Geraldo","F",77076
493333,"Suppi","Owen","F",92515
498073,"Oxenboll","Leni","M",73323
51483,"Schaar","Tomokazu","M",49394
449256,"Dengi","Jaber","M",40000
68383,"Chinen","Hatem","M",57213
255934,"Fabrizio","Mantis","M",56682
43963,"Covnot","Sanjeeva","M",58732
268661,"Zaccaria","Mohammad","F",78913
440163,"Theuretzbacher","Honglan","M",62033
421522,"Montresor","Yonghoan","M",43714
35447,"Kemmerer","Gully","M",44649
295371,"Heijenga","Frederique","F",84243
215006,"Stiles","Xumin","M",52701
79323,"Feinberg","Zhiwei","M",56854
401575,"Welham","Christophe","M",40000
232802,"Riesenhuber","Branimir","M",47113
296395,"Raoux","Frederique","F",40000
242550,"Rosar","Yoshimitsu","F",40000
298975,"Covnot","Saddek","F",74000
50012,"Lammel","Danel","F",45465
407187,"Pollacia","Valeska","F",67381
15536,"Cmelik","Herbert","F",56589
416166,"Rosenbaum","Yuriy","M",79803
60525,"Munoz","Barna","F",40000
210553,"Suermann","Xinglin","F",40000
245425,"Schieder","Licheng","M",60310
61333,"Lanzelotte","LiMin","F",46244
259057,"Krogh","Ziya","F",65193
268207,"Baalen","Nigel","F",74226
281023,"Lipner","Henk","F",59213
494124,"Setia","Wojceich","F",55669
293307,"Gerteisen","Morrie","M",51084
480047,"Pardalos","IEEE","F",43630
494671,"Marakhovsky","Kasturi","M",64531
452771,"Liesche","Sudhanshu","M",99805
224960,"Soicher","Yechiam","F",40000
225125,"Carrere","Masato","M",61578
44484,"Gelosh","Pasqua","F",40000
447633,"Kirkerud","Aria","M",76803
107038,"Remmers","Saeko","M",40000
227531,"Varker","Pranay","M",40000
416749,"Pena","Zhenbing","M",83506
448150,"Laventhal","Masako","F",40000
418570,"Chelton","Gennady","M",71043
239271,"Zultner","Bokyung","M",40000
441309,"Trystram","Arco","F",80172
284277,"Broomell","Kristen","F",40000
268163,"Zizka","Constantijn","F",40000
471461,"Brickell","Jovan","M",40000
14165,"Cunliffe","Aloke","M",40000
432751,"Rosti","Irena","F",40000
469115,"Peck","Sahrah","F",68395
487918,"Ishibashi","Tsuneo","F",61153
470365,"Rajala","Weidon","M",56283
287282,"Ghelli","Shuichi","M",40000
235195,"Emmerich","Renny","M",44527
407150,"Hoppenstand","IEEE","M",40000
53337,"Antonisse","Fabrizio","M",50454
222871,"Weedon","Sashi","F",46978
495076,"Zhiwei","Phillip","F",43173
495475,"Renear","Martien","M",66207
481406,"Lorho","Percy","F",58430
440386,"Ruther","Douadi","F",40000
438122,"Baba","Guozhong","F",46124
251183,"Ranta","Tru","M",46132
406993,"Chinin","Nidapan","F",41151
294508,"Lammel","Bartek","M",53006
489859,"Madeira","Kristian","F",53307
470415,"Marletta","Zito","F",77048
253452,"Cherinka","Shaowei","F",42155
56475,"Matzat","Stabislas","F",52873
92717,"Chimia","Uzi","M",41382
66915,"Lupu","Monique","F",40000
274048,"Snyers","Susanna","F",80353
486407,"Pfau","Zongyan","F",41528
36261,"Terlouw","Noritoshi","M",52000
442668,"Sanella","Khue","F",48195
80115,"Erez","Rosalyn","F",56646
445152,"Peac","Heping","M",49949
264246,"Nicolson","Teiji","M",49073
463284,"Malinowski","Tetsurou","F",50139
27733,"Lorcy","Premal","M",40000
200704,"Mikschl","Mabhin","M",44920
103260,"Lorch","Shigeu","F",53916
203123,"Schlenzig","Nikolaos","M",42285
23771,"Copas","Sergi","F",40000
218142,"Lunt","Zhonghua","M",46017
450232,"Erev","Branimir","F",40000
101285,"Range","Sarita","M",40000
34710,"Lamma","Shietung","F",57960
85839,"McFarlin","Przemyslawa","M",56497
28618,"Velasco","Nigel","M",54076
231467,"Bernardinello","Chanjung","F",48031
441705,"Feinberg","Tokuyasu","M",40000
454029,"Randi","Stamatina","F",60047
205154,"Menyhert","Chirstian","M",64231
299625,"Guting","Mitsuyuki","F",48282
95114,"Hanabata","Sanjoy","M",60964
465518,"Goldhammer","Ortrun","F",40000
433012,"Lenart","Saddek","M",40000
452402,"Delgrange","Khalid","F",40000
293462,"Falck","Soenke","F",51944
459361,"Landherr","Berto","F",75220
101300,"Schnabel","Juyoung","F",61001
492392,"Sherertz","Jeanne","F",45607
203039,"Mukaidono","Maya","F",40000
207717,"Madeira","Kankanahalli","M",53790
44374,"Dichev","Alejandra","M",58524
232885,"Shackel","Georgi","M",40000
85133,"Baca","Kwangjo","F",40000
241188,"Speckmann","Gunilla","F",48546
276234,"Krichel","Kristin","F",49859
40671,"Khalid","Masali","M",40000
263783,"Radivojevic","Renee","M",40000
229936,"Trelles","Ranan","M",40000
289733,"Hartvigsen","Gennadi","F",40044
417124,"Randt","Armond","F",49023
458470,"Randt","Takahira","M",45921
66157,"Jeansoulin","Katsuyuki","M",44457
75626,"Fortenbacher","George","M",40000
105872,"Schade","Shin","F",86773
58374,"Poehlman","Diederik","M",59459
492287,"Cichocki","Kwangyoen","M",64968
421631,"Delaune","Mokhtar","M",44765
232523,"Guenter","Tetsushi","F",68777
478154,"Fontan","Jaber","M",40000
471779,"Felcyn","Cheong","M",48713
70171,"Himler","Sadun","F",57201
299977,"Benveniste","Zsolt","M",58052
247913,"Hiroyama","Lidong","M",50846
297796,"Wiegley","Lijia","M",41725
447938,"Randt","Suvo","F",40311
13748,"Delgrossi","Horward","F",60595
435304,"Matzen","Thanasis","M",70124
424837,"Baak","Tayeb","M",44696
255343,"Murtafg","Hugo","M",46736
231745,"Peng","Udaiprakash","M",47259
405619,"Casley","Yolla","F",40000
261424,"Fasbender","Sanjay","M",68673
456847,"Collette","Nectarios","M",40000
17284,"Willoner","Gita","F",40000
487001,"Lorcy","DeForest","M",48080
447504,"Lieblein","Mandell","M",82435
213572,"Passino","Kristin","M",40000
290735,"Grandbois","Navid","F",49252
437285,"Edelhoff","Yannik","M",47975
100709,"Tiemann","Goa","M",40000
425180,"Klyachko","Atilio","M",57096
215284,"Braunschweig","Moheb","M",40000
478131,"Pettit","Navid","M",57932
450122,"Erev","Gurbir","F",80322
471908,"Journel","Oddvar","F",54846
46746,"Jiafu","Janche","M",56543
72444,"Stranks","Miyeon","F",51731
95919,"Murthy","Qingxiang","F",40000
292819,"Tomescu","Vincent","F",77443
492241,"Danlos","Vesna","F",40000
52152,"Moehrke","Uma","M",63373
297552,"Buchter","Claudi","F",88722
407100,"Flowers","Prasadram","M",47681
485575,"Muchinsky","Sumali","F",40000
447162,"Speckmann","Mats","F",57925
103671,"Gilg","Adib","M",40000
479598,"Dayang","Uriel","M",57670
91619,"Matzke","Ohad","F",41114
253977,"Usdin","Tonny","F",40000
80863,"Puoti","Bedrich","M",40000
477981,"Boudaillier","Feixiong","F",40000
292187,"Rabehasaina","Hailing","M",40000
52756,"dAstous","Dharmaraja","M",54038
241412,"Ramaiah","Ewing","F",40000
81614,"Kamber","Ashish","M",71309
239794,"Fraisse","Berto","M",44628
72119,"Millington","Shuji","M",40000
273619,"Zambonelli","Filipe","M",59843
475570,"Cappello","Xinan","M",40000
72203,"Greibach","Mitsuyuki","M",48783
13083,"Wilfing","Marek","M",64283
78064,"Gill","Monique","M",44497
287090,"Itzfeldt","Dekang","M",40735
84712,"Vadhan","Bodo","F",40000
239392,"Bernick","Matk","M",40958
206566,"Grandbois","Kristinn","F",56827
473626,"Benzmuller","Shahab","F",53082
427874,"Eiron","Zhiwei","F",75911
18755,"Bugrara","Goa","M",40000
405210,"Krybus","Pantung","M",40000
66897,"Kaiser","Radhakrishnan","M",40000
19188,"Baer","Marco","F",40000
432546,"Birrer","Luise","M",50578
228809,"Fritzsche","Emdad","M",88814
408132,"Kilgour","Kwangho","M",50432
425566,"Magalhaes","Shugo","M",40000
51556,"Lamma","Tsz","M",63685
62134,"Whitcomb","Arra","F",40000
36325,"Vitiello","Yunming","M",46386
229215,"Thisen","Suvo","F",40000
232210,"Stemann","Sumant","F",58913
107618,"Highland","Frazer","M",40000
14380,"Heemskerk","Shigeu","M",47819
415796,"Foote","Rance","F",54890
420188,"Cronau","Gal","F",71300
494761,"Ramaiah","Eldridge","F",40000
109298,"Menyhert","Hairong","M",40128
236934,"Guting","Satyanarayana","M",40000
73893,"Marchesini","Kiam","F",63946
90312,"Ghemri","Martial","M",53560
208038,"Siochi","Gurbir","M",40000
251833,"Basawa","Ashish","M",40000
18017,"Felcyn","Yonghong","M",67879
415010,"Dusink","Ebru","M",61558
207834,"Lalonde","Huei","F",75777
79803,"Rosca","Jiong","M",40000
64762,"Gelosh","Yongmin","M",58065
416372,"Skogmar","Chikara","F",57436
239471,"Range","Marl","F",48697
411650,"Gyimothy","Youjian","F",40422
413453,"Matzov","Bokyung","M",44116
48646,"Luby","Owen","F",65651
209134,"Yurek","Hein","M",57811
101599,"Swiler","Jouni","M",54827
259170,"Spelt","Masanao","M",65542
484572,"Pettis","Mart","F",65726
37367,"Giaccio","Yuriy","F",40000
472111,"Klyachko","Baocai","M",40000
275085,"Beetstra","Utz","M",40000
212566,"Roohalamini","Gennady","F",40000
264130,"Warwick","Fumitaka","F",57671
13172,"Whittlesey","Mountaz","M",54413
249734,"Veccia","Herbert","M",46366
29745,"Streit","Morrie","M",40000
227523,"Bierman","Masato","M",66205
291268,"Conry","Quingbo","M",40000
402097,"Schlumberger","Kellyn","M",42972
73558,"Reutenauer","Murthy","M",40000
278007,"Hashii","Hatim","M",43941
400898,"Vigier","Naftali","M",46373
270750,"Swen","Gil","M",60577
493495,"Maquelin","Toshimori","M",77380
439962,"Parascandalo","Jaana","M",40000
68863,"Munke","Moheb","F",40000
97903,"Parveen","Patricio","M",70211
243893,"Swan","Hsiangchu","F",48140
232120,"Mungall","Katsuyuki","M",73617
21026,"Porenta","Mayuko","F",40000
22209,"Munck","Abdulla","M",40000
31360,"Gimarc","Jiafu","M",45582
449644,"Schade","Nishit","F",48003
498913,"Hutton","Kensei","M",40000
31929,"Penn","Chanjung","M",40000
81726,"Kusakabe","Yuqun","F",52833
202783,"Randt","Masako","F",78643
203285,"Greibach","Jaewon","M",45383
418520,"Rosiles","Visit","M",73181
424309,"Chachaty","Masoud","F",54689
29248,"Kolvik","Thodoros","F",40000
87256,"Gulik","Jovan","M",72144
91958,"Terkki","Amalendu","F",40000
53966,"Ventosa","Lobel","F",69471
296749,"Thimonier","JiYoung","F",51459
457444,"Penz","Arvind","F",42717
294804,"Peris","Dayanand","F",40000
477829,"Peroz","Ger","M",56192
256467,"Bresenham","Guenter","F",40000
246395,"Schwabacher","Vasilii","M",40000
74266,"Rusmann","Mori","F",40000
58835,"Vigier","Van","M",40000
89001,"Sommen","Zeydy","M",40000
217909,"Capobianchi","Mircea","M",47029
417963,"Butner","Bouchung","M",52716
460668,"Ranai","Mingsen","F",87229
271586,"Rosen","Lalit","M",75076
45322,"Bael","Gila","M",50886
235169,"Mellouli","Katsuyuki","F",75700
481227,"Roisin","Dinah","F",58546
421015,"Kavanagh","Berto","F",53235
493646,"Krichel","Weidon","M",40000
445068,"Swen","Yurii","F",62428
267552,"Kranzdorf","Shim","M",40000
467273,"Marciano","Khosrow","M",40000
273746,"Ishibashi","Dmitri","M",40000
74967,"Falby","Dulce","F",40000
456698,"Bamford","Arve","M",85995
466175,"Facello","Zejun","F",45524
492464,"Denny","Remco","M",40000
421060,"Birta","Kwangyoen","M",40000
427904,"Geffroy","Bedir","M",58470
476099,"Massonet","Zhenbing","F",91655
436147,"Kalorkoti","Gadiel","M",82394
226166,"Mapelli","Selwyn","F",92501
215067,"Dolinsky","Gil","F",60551
80653,"Kavanagh","Chiranjit","F",64113
419381,"Hertweck","Hugo","M",60640
470376,"Schnabel","Ebbe","F",46103
67806,"Frijda","Mingsen","F",40739
286103,"Larfeldt","Mohammad","F",42870
487117,"Merel","Yoshinari","M",58752
462768,"Rouquie","Parke","M",78577
244619,"Sabnani","Suvo","M",50998
281198,"Bugaenko","Maia","M",53044
260793,"Lalonde","Malu","M",44349
217281,"Mahnke","Mayuko","M",40000
405538,"Staelin","Sumant","F",57258
223214,"Sherertz","Pantung","M",49718
87026,"Boyle","Lunjin","F",78115
207436,"Gelosh","Parke","M",40000
254878,"Fetvedt","Kitty","F",41780
96769,"Parascandalo","Arun","M",84017
456735,"Butterworth","Shuichi","M",43490
222100,"Ertl","Fay","F",83789
227984,"Chiola","Rutger","M",48348
68005,"Montresor","Hilary","M",56329
75855,"Denna","King","M",94713
79046,"Schiper","Aloys","M",61634
102138,"McAlpine","Srinidhi","F",40000
14288,"Sevcikova","Kayoko","F",72318
51180,"Gargeya","Becky","F",53596
490410,"Uehara","Teunis","M",47817
231332,"Polajnar","Mahendra","M",81661
54588,"Pehl","Badri","M",42278
42614,"Bail","Atreyi","F",64339
219751,"Rettelbach","King","F",75050
64908,"Ertl","Kellyn","F",62542
274215,"Kolvik","Dulce","F",45753
55628,"Armand","DeForest","F",54032
432411,"Krichel","Golgen","M",108760
408678,"Aseltine","Iara","M",63213
74230,"Peyn","Shan","F",60312
449643,"Felcyn","Tadahiko","F",40000
276010,"Baig","Khoa","F",56029
15506,"Perz","Zhenbing","M",71647
495339,"Jansen","Nimmagadda","M",41982
461620,"Valiente","Mostafa","M",56759
83077,"Zaiane","Poorav","F",40000
